,ANO,COD_MUNICIPIO,MUNICIPIO,ACCESOS_FIJOS,POBLACION,INDICADOR_INTERNET,Acueducto,Alcantarillado,Energiaelectrica,Gasnatural,PERIODO,ESTU_COD_RESIDE_MCPIO,PUNT_LECTURA_CRITICA_MIN,PUNT_LECTURA_CRITICA_Q25,PUNT_LECTURA_CRITICA_MEAN,PUNT_LECTURA_CRITICA_MEDIAN,PUNT_LECTURA_CRITICA_Q75,PUNT_LECTURA_CRITICA_MAX,PUNT_LECTURA_CRITICA_STD,PUNT_MATEMATICAS_MIN,PUNT_MATEMATICAS_Q25,PUNT_MATEMATICAS_MEAN,PUNT_MATEMATICAS_MEDIAN,PUNT_MATEMATICAS_Q75,PUNT_MATEMATICAS_MAX,PUNT_MATEMATICAS_STD,PUNT_C_NATURALES_MIN,PUNT_C_NATURALES_Q25,PUNT_C_NATURALES_MEAN,PUNT_C_NATURALES_MEDIAN,PUNT_C_NATURALES_Q75,PUNT_C_NATURALES_MAX,PUNT_C_NATURALES_STD,PUNT_SOCIALES_CIUDADANAS_MIN,PUNT_SOCIALES_CIUDADANAS_Q25,PUNT_SOCIALES_CIUDADANAS_MEAN,PUNT_SOCIALES_CIUDADANAS_MEDIAN,PUNT_SOCIALES_CIUDADANAS_Q75,PUNT_SOCIALES_CIUDADANAS_MAX,PUNT_SOCIALES_CIUDADANAS_STD,PUNT_INGLES_MIN,PUNT_INGLES_Q25,PUNT_INGLES_MEAN,PUNT_INGLES_MEDIAN,PUNT_INGLES_Q75,PUNT_INGLES_MAX,PUNT_INGLES_STD,PUNT_GLOBAL_MIN,PUNT_GLOBAL_Q25,PUNT_GLOBAL_MEAN,PUNT_GLOBAL_MEDIAN,PUNT_GLOBAL_Q75,PUNT_GLOBAL_MAX,PUNT_GLOBAL_STD,INDICADOR_ACUEDUCTO,INDICADOR_ALCANTARILLADO,INDICADOR_ENERGIA_ELECTRICA,INDICADOR_GAS_NATURAL,KmDist
211,2020,25580,PULI,22,3438,0.0064,,,1046,275,2020,25580,31,39.0,45.53846153846154,45.0,55.0,61,8.990773498268434,28,36.5,45.1025641025641,46.0,52.0,66,9.632168886750685,29,37.0,42.82051282051282,43.0,49.0,56,7.5109456790242035,27,35.5,43.05128205128205,43.0,50.0,65,8.608284620211165,30.0,37.0,41.23076923076923,41.0,45.5,54.0,5.944752389432208,160,192.5,219.56410256410257,212.0,246.0,283,35.96328161933098,,,0.30424665503199533,0.07998836532867946,51.24432418
213,2019,25592,QUEBRADANEGRA,71,4807,0.0148,685,412,1537,786,2019,25592,28,48.5,55.25,55.0,63.25,73,10.257441994916167,35,47.5,53.54545454545455,53.0,61.0,67,8.908983042881545,37,46.0,52.88636363636363,51.0,61.0,75,8.821790961685172,32,42.0,49.5,50.0,58.5,73,10.838132508835173,35.0,42.75,49.75,49.0,56.25,70.0,9.213551697565979,178,230.5,262.8636363636364,258.5,294.5,352,43.39574028451914,0.14250052007489078,0.08570834200124818,0.319742042854171,0.16351154566257542,54.05296242
214,2020,25592,QUEBRADANEGRA,117,4927,0.0237,722,423,1568,537,2020,25592,33,48.0,53.52173913043478,54.0,60.0,65,7.893004301798686,29,47.0,53.130434782608695,55.0,58.0,73,9.947883517282957,31,43.25,48.47826086956522,47.5,53.75,66,8.881289021644907,34,45.0,50.71739130434783,50.5,56.75,69,8.629826941687663,28.0,42.0,47.17391304347826,45.5,52.75,70.0,9.372072811938164,182,232.75,255.65217391304347,256.5,280.75,335,36.851785659316334,0.1465394763547798,0.08585346052364522,0.3182463974020702,0.10899127257966308,54.05296242
216,2019,25594,QUETAME,153,5176,0.0296,695,484,1856,631,2019,25594,24,42.0,49.86607142857143,51.5,58.0,73,10.035518485565719,22,42.0,50.25,51.0,59.0,70,11.232594142546555,27,40.0,46.160714285714285,46.0,53.0,71,9.599693661993513,24,35.0,43.3125,44.0,50.25,68,10.847037416765957,24.0,36.0,42.580357142857146,42.0,49.25,66.0,9.395838059708822,141,199.0,235.08035714285714,234.0,265.25,331,44.46744702494562,0.13427357032457496,0.09350850077279753,0.35857805255023184,0.12190880989180834,27.03456459
217,2020,25594,QUETAME,191,5315,0.0359,723,495,1919,654,2020,25594,29,43.0,50.857142857142854,52.0,57.0,77,9.478141423040954,23,44.0,49.79047619047619,50.0,55.0,74,9.323971626214169,28,41.0,47.371428571428574,46.0,54.0,77,8.714772099559047,21,38.0,45.04761904761905,43.0,52.0,70,10.320238660386012,30.0,37.0,43.43809523809524,42.0,48.0,73.0,8.214578749351913,155,213.0,239.5142857142857,237.0,262.0,367,40.10038228422092,0.13603010348071495,0.09313264346190028,0.36105362182502354,0.12304797742238946,27.03456459
219,2019,25596,QUIPILE,26,6380,0.0041,,,2755,235,2019,25596,32,44.0,49.0125,50.0,55.25,68,8.426140384075731,30,40.75,47.3,46.0,53.25,71,9.431162995253448,22,37.75,44.55,43.5,52.0,64,8.956858626532863,20,34.0,42.0125,41.0,49.25,63,9.339576536086511,24.0,35.0,42.075,43.0,48.25,59.0,8.414536848796065,144,199.25,227.2375,228.0,246.0,314,37.64532810121465,,,0.4318181818181818,0.03683385579937304,37.97565059
220,2020,25596,QUIPILE,50,6536,0.0076,,621,2906,471,2020,25596,29,44.0,50.1578947368421,50.0,56.0,71,9.661760919219144,30,43.0,48.21052631578947,48.0,53.0,62,7.4755239713759565,28,44.0,47.75438596491228,48.0,51.0,72,7.109552682719984,22,40.0,46.64912280701754,45.0,52.0,71,10.025843797887992,32.0,37.0,41.175438596491226,42.0,45.0,53.0,5.3523119404393285,172,218.0,238.24561403508773,231.0,258.0,319,33.89757718994635,,0.09501223990208078,0.4446144430844553,0.072062423500612,37.97565059
222,2019,25599,APULO,373,8457,0.0441,2266,1690,3943,1540,2019,25599,29,44.0,49.5679012345679,50.0,56.0,67,8.651500262389378,26,39.0,47.06172839506173,47.0,54.0,70,9.361284205455394,28,40.0,46.160493827160494,45.0,52.0,72,9.25129286927435,24,34.0,41.617283950617285,40.0,47.0,68,9.734690417823478,24.0,38.0,44.407407407407405,44.0,51.0,79.0,9.43236155183019,162,203.0,229.8641975308642,224.0,257.0,330,39.669179814567556,0.26794371526546057,0.1998344566631193,0.466240983800402,0.1820976705687596,41.01611362
223,2020,25599,APULO,552,8747,0.0631,2029,1816,4075,1540,2020,25599,27,38.5,46.57575757575758,46.0,53.0,69,9.21881121330078,28,40.0,46.484848484848484,46.0,53.0,71,10.09682726136883,28,40.0,45.75757575757576,45.0,51.75,71,8.447230963795825,24,36.25,43.621212121212125,42.0,51.0,72,10.080850317485282,0.0,35.0,40.833333333333336,40.5,45.0,67.0,9.47317400035625,157,198.25,226.1969696969697,223.0,254.25,352,40.31728764418166,0.23196524522693496,0.20761403909911968,0.46587401394763917,0.17606036355321825,41.01611362
225,2019,25612,RICAURTE,1927,13652,0.1412,12133,1160,13398,8784,2019,25612,33,43.0,49.88695652173913,50.0,55.5,73,8.378926382458223,28,41.0,47.4,45.0,56.0,67,9.598793783870093,26,38.5,44.391304347826086,44.0,51.0,65,8.569320688110738,25,34.0,42.678260869565214,41.0,50.5,78,11.064839068669759,25.0,38.0,44.65217391304348,44.0,50.5,77.0,9.69720838673712,157,200.0,229.8695652173913,225.0,261.5,355,39.65166790127705,0.8887342513917375,0.08496923527688251,0.981394667447993,0.6434222092001172,48.4795
226,2020,25612,RICAURTE,3282,14367,0.2284,13698,9653,15052,9566,2020,25612,29,44.0,50.333333333333336,51.0,56.0,76,9.719536396099459,29,39.0,48.26262626262626,48.0,57.5,75,11.009815526625482,30,40.0,45.62626262626262,45.0,51.0,66,8.99953043966213,26,37.5,45.111111111111114,43.0,53.0,68,10.13267989300259,30.0,36.5,43.54545454545455,43.0,49.0,70.0,8.1206121304316,153,204.5,235.21212121212122,235.0,262.5,330,41.550380711748964,0.95343495510545,0.6718869631795086,1.0,0.665831419224612,48.4795
228,2019,25645,SAN ANTONIO DEL TEQUENDAMA,346,12340,0.028,1350,,5079,276,2019,25645,27,46.0,51.25352112676056,52.0,57.0,79,9.543423562742074,25,44.0,51.11267605633803,52.0,59.0,75,10.756589857018472,25,42.0,48.098591549295776,48.0,54.0,68,8.567415667192561,25,38.0,46.056338028169016,45.0,54.0,81,11.15569994414015,24.0,40.0,47.352112676056336,48.0,55.0,71.0,10.06877096856577,138,217.0,244.95774647887325,248.0,275.0,363,44.30472416771076,0.1094003241491086,,0.41158833063209077,0.022366288492706644,13.7540591
229,2020,25645,SAN ANTONIO DEL TEQUENDAMA,110,12829,0.0086,,,5307,293,2020,25645,36,48.5,54.826771653543304,54.0,61.0,76,8.940805766206497,25,49.0,55.354330708661415,55.0,62.5,100,11.409775507338386,29,44.0,50.55905511811024,50.0,57.0,78,9.530780163695095,22,44.5,51.74803149606299,52.0,60.0,78,11.579928244930116,32.0,41.0,49.874015748031496,48.0,57.0,78.0,11.104833872376632,170,230.0,264.3543307086614,259.0,291.0,410,44.78689001047516,,,0.4136721490373373,0.022838880661002415,13.7540591
231,2019,25649,SAN BERNARDO,91,8703,0.0105,976,903,2823,963,2019,25649,27,43.5,49.63025210084034,49.0,55.5,74,9.259777742160534,24,42.0,48.23529411764706,48.0,54.0,68,9.288872404568542,24,40.0,45.403361344537814,45.0,50.5,67,8.08673251955942,22,36.5,43.72268907563025,43.0,51.0,71,10.33336243186454,24.0,39.0,44.89915966386555,44.0,51.0,68.0,8.689946419821942,151,201.5,233.00840336134453,235.0,255.5,348,39.11618846426009,0.11214523727450304,0.10375732506032402,0.3243709065839366,0.11065149948293691,2.906477292
232,2020,25649,SAN BERNARDO,31,8984,0.0035,997,926,2868,986,2020,25649,27,45.0,51.00917431192661,52.0,58.0,67,8.844851413910176,27,44.0,49.79816513761468,50.0,58.0,71,9.684638290836109,28,40.0,46.85321100917431,47.0,54.0,72,9.654998406192586,26,38.0,47.08256880733945,48.0,55.0,69,10.491732583295683,29.0,39.0,44.85321100917431,45.0,50.0,78.0,8.303084754824775,154,207.0,241.96330275229357,240.0,276.0,332,41.41947265377422,0.11097506678539626,0.10307212822796082,0.3192341941228851,0.1097506678539626,2.906477292
234,2019,25653,SAN CAYETANO,55,4892,0.0112,251,226,1667,,2019,25653,28,40.25,48.3,49.0,54.0,74,9.23774621085575,17,41.0,47.855555555555554,49.0,54.75,71,10.12679293168121,29,39.25,45.388888888888886,45.0,51.0,69,7.879277963333359,23,34.0,42.03333333333333,41.0,47.75,63,9.329727767985467,24.0,34.0,40.87777777777778,40.5,48.0,65.0,9.260072290563764,127,197.0,227.56666666666666,224.5,253.5,324,39.64421830410861,0.05130825838103025,0.046197874080130825,0.3407604251839738,,52.83368356
235,2020,25653,SAN CAYETANO,52,4978,0.0104,263,226,1690,,2020,25653,34,43.0,49.11764705882353,49.0,56.0,71,9.151277635004917,31,40.0,47.588235294117645,45.0,53.0,70,9.332044728971752,26,41.0,45.76470588235294,44.0,51.0,66,7.862793995251604,30,36.5,44.09803921568628,40.0,50.0,66,9.806640407317449,30.0,36.0,41.94117647058823,43.0,46.0,56.0,7.035372810891779,164,201.5,231.4313725490196,220.0,259.0,326,37.78637579973014,0.052832462836480514,0.04539975893933307,0.3394937725994375,,52.83368356
237,2019,25658,SAN FRANCISCO,889,11316,0.0786,530,1226,4667,1490,2019,25658,28,44.0,49.98913043478261,51.0,57.0,77,9.621969556002862,24,40.0,47.76086956521739,47.5,55.0,70,10.333312783502729,26,39.75,45.93478260869565,46.0,52.0,64,8.558530668576756,21,35.75,42.630434782608695,41.5,51.0,67,10.602422894671676,25.0,36.0,44.42391304347826,44.0,51.0,80.0,10.625734566103116,140,197.75,232.09782608695653,231.0,262.0,337,43.01649563040986,0.04683633792859668,0.10834217037822552,0.4124248851184164,0.13167196889360197,25.19841746
238,2020,25658,SAN FRANCISCO,981,11844,0.0828,551,,4770,1520,2020,25658,26,41.0,48.477064220183486,49.0,56.0,71,10.244778552886801,17,40.0,47.95412844036697,50.0,56.0,73,11.105875422913593,25,39.0,45.825688073394495,45.0,53.0,66,9.605981967944118,24,38.0,45.211009174311926,45.0,51.0,68,10.110567806980212,29.0,38.0,44.44954128440367,44.0,49.0,69.0,8.909510356222262,133,195.0,233.41284403669724,239.0,263.0,334,45.165172383886585,0.04652144545761567,,0.4027355623100304,0.12833502195204322,25.19841746
240,2019,25662,SAN JUAN DE RIOSECO,167,8324,0.0201,1665,1505,1583,1542,2019,25662,32,42.25,49.627450980392155,49.5,56.0,70,8.990557828735142,28,42.0,49.254901960784316,49.0,55.75,76,9.586176386498707,28,40.0,46.372549019607845,46.5,51.0,69,8.605687238338838,21,36.25,42.450980392156865,41.5,47.0,78,10.249972181541954,22.0,35.25,43.19607843137255,40.5,51.0,65.0,9.890528738467975,163,199.0,233.2156862745098,231.0,259.25,360,40.85657779996221,0.20002402691013935,0.18080249879865448,0.19017299375300337,0.18524747717443538,53.72867419
241,2020,25662,SAN JUAN DE RIOSECO,264,8537,0.0309,1713,1554,3365,1596,2020,25662,32,42.0,48.42,47.5,53.25,75,8.434153750966924,28,40.0,48.01,48.0,55.25,69,9.738494895428286,31,39.0,46.16,44.5,51.25,70,8.577301499312066,24,36.0,44.96,45.0,52.0,73,10.983844886233987,0.0,39.0,44.29,44.0,49.0,76.0,9.199577284974685,169,202.0,233.42,233.5,253.25,345,38.89254297407022,0.2006559681386904,0.1820311584865878,0.3941665690523603,0.18695091952676585,53.72867419
243,2019,25718,SASAIMA,405,11104,0.0365,878,460,4257,778,2019,25718,29,46.0,51.04109589041096,52.0,57.0,76,9.65392663533325,25,41.0,49.02054794520548,50.0,57.0,74,11.153146565807114,23,40.0,47.60958904109589,47.0,55.0,77,10.296549999825842,20,36.0,45.52739726027397,45.5,54.75,74,12.165635720724662,24.0,39.25,46.24657534246575,45.0,53.5,79.0,11.021334573319285,145,211.0,240.7876712328767,238.0,272.75,363,47.87112136503948,0.07907060518731988,0.04142651296829971,0.3833753602305475,0.07006484149855907,37.16630897
244,2020,25718,SASAIMA,660,11521,0.0573,1829,473,4239,801,2020,25718,26,44.75,51.36842105263158,51.5,57.25,73,9.239050588050729,26,42.75,50.223684210526315,49.5,57.0,100,11.190225967228267,25,39.75,46.401315789473685,46.0,52.0,73,9.322237082240367,26,38.0,46.78947368421053,45.0,54.0,75,10.550183814943898,29.0,37.0,44.1578947368421,42.5,49.0,86.0,9.193364482353704,147,212.0,241.75,233.0,270.5,403,41.95334052798362,0.15875358041836646,0.041055463935422275,0.36793681104070824,0.06952521482510199,37.16630897
246,2019,25736,SESQUILE,1006,12052,0.0835,1459,1294,3479,696,2019,25736,30,47.0,52.35664335664335,53.0,58.0,76,9.413359995244992,29,46.5,53.04895104895105,53.0,59.5,80,10.430405628162763,25,42.5,50.06993006993007,51.0,56.5,71,10.100655640168739,21,36.0,46.08391608391609,46.0,55.0,72,11.57127118991924,25.0,41.0,47.25174825174825,47.0,55.0,74.0,9.32017993197264,150,219.0,250.73426573426573,249.0,278.5,360,45.507769194143975,0.12105874543644209,0.10736807168934617,0.28866578161301026,0.057749751078659144,32.36969261
247,2020,25736,SESQUILE,1466,12645,0.1159,1747,1564,3607,787,2020,25736,36,47.0,54.83916083916084,55.0,61.0,75,8.968371929480726,34,47.0,54.6993006993007,55.0,62.0,82,9.679392197361963,28,44.0,51.38461538461539,51.0,57.5,74,9.62532097648307,30,44.0,50.65034965034965,51.0,58.0,76,9.818248847949617,32.0,40.0,46.60839160839161,45.0,51.0,81.0,9.250074202241372,185,230.0,262.013986013986,263.0,292.0,370,40.41126359753056,0.13815737445630685,0.12368525108738632,0.2852510873863187,0.062238038750494266,32.36969261
249,2019,25740,SIBATE,5376,35102,0.1532,6842,5007,9654,7767,2019,25740,29,44.0,51.36666666666667,52.0,59.0,73,9.452082882838756,20,44.0,51.03777777777778,51.0,58.0,74,10.198296483994355,22,40.25,47.24888888888889,47.0,54.0,75,9.230785671214237,20,36.0,44.48888888888889,43.0,52.0,79,10.929052885815194,21.0,40.0,47.044444444444444,47.0,53.0,79.0,10.303967181061813,148,211.0,242.09555555555556,240.5,272.0,363,43.03758369718789,0.19491766850891687,0.14264144493191272,0.27502706398495813,0.221269443336562,8.344154653
250,2020,25740,SIBATE,6532,36658,0.1782,6971,5058,9933,8102,2020,25740,0,46.0,52.54736842105263,54.0,60.0,78,9.629570137075568,0,45.0,52.19210526315789,52.0,60.0,81,10.312143661810534,0,42.0,48.65263157894737,49.0,56.0,77,9.744783784080196,0,40.0,48.77368421052632,49.0,57.0,100,11.502269690224743,0.0,41.0,46.16315789473684,45.0,51.0,80.0,9.65716874695651,0,218.0,251.01842105263157,252.0,283.5,415,44.485118648167145,0.19016312946696493,0.1379780675432375,0.27096404604724755,0.22101587647989523,8.344154653
